location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
10748,Merced,co,1.2,ppm,2025-03-13T07:00:00Z,2025-03-13T01:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.7,ppm,2025-03-13T08:00:00Z,2025-03-13T02:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-13T09:00:00Z,2025-03-13T03:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-13T10:00:00Z,2025-03-13T04:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.9,ppm,2025-03-13T11:00:00Z,2025-03-13T05:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-13T12:00:00Z,2025-03-13T06:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.4,ppm,2025-03-13T13:00:00Z,2025-03-13T07:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,2.5,ppm,2025-03-13T14:00:00Z,2025-03-13T08:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,2.1,ppm,2025-03-13T15:00:00Z,2025-03-13T09:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.4,ppm,2025-03-13T16:00:00Z,2025-03-13T10:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.9,ppm,2025-03-13T17:00:00Z,2025-03-13T11:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-13T18:00:00Z,2025-03-13T12:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-13T19:00:00Z,2025-03-13T13:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-13T20:00:00Z,2025-03-13T14:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-13T21:00:00Z,2025-03-13T15:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-13T22:00:00Z,2025-03-13T16:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-13T23:00:00Z,2025-03-13T17:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T00:00:00Z,2025-03-13T18:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T01:00:00Z,2025-03-13T19:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-14T02:00:00Z,2025-03-13T20:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.8,ppm,2025-03-14T03:00:00Z,2025-03-13T21:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.8,ppm,2025-03-14T04:00:00Z,2025-03-13T22:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T05:00:00Z,2025-03-13T23:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T06:00:00Z,2025-03-14T00:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-14T07:00:00Z,2025-03-14T01:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.8,ppm,2025-03-14T08:00:00Z,2025-03-14T02:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T09:00:00Z,2025-03-14T03:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-14T10:00:00Z,2025-03-14T04:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T11:00:00Z,2025-03-14T05:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-14T12:00:00Z,2025-03-14T06:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.9,ppm,2025-03-14T14:00:00Z,2025-03-14T08:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-14T15:00:00Z,2025-03-14T09:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-14T16:00:00Z,2025-03-14T10:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.8,ppm,2025-03-14T17:00:00Z,2025-03-14T11:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T18:00:00Z,2025-03-14T12:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T19:00:00Z,2025-03-14T13:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-14T20:00:00Z,2025-03-14T14:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T21:00:00Z,2025-03-14T15:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T22:00:00Z,2025-03-14T16:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-14T23:00:00Z,2025-03-14T17:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-15T00:00:00Z,2025-03-14T18:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-15T01:00:00Z,2025-03-14T19:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.9,ppm,2025-03-15T02:00:00Z,2025-03-14T20:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-15T03:00:00Z,2025-03-14T21:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-15T04:00:00Z,2025-03-14T22:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-15T05:00:00Z,2025-03-14T23:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.7,ppm,2025-03-15T06:00:00Z,2025-03-15T00:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-15T07:00:00Z,2025-03-15T01:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-15T08:00:00Z,2025-03-15T02:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.6,ppm,2025-03-15T10:00:00Z,2025-03-15T04:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-15T11:00:00Z,2025-03-15T05:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1,ppm,2025-03-15T12:00:00Z,2025-03-15T06:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-15T13:00:00Z,2025-03-15T07:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,2.2,ppm,2025-03-15T14:00:00Z,2025-03-15T08:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,1.5,ppm,2025-03-15T15:00:00Z,2025-03-15T09:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.6,ppm,2025-03-15T16:00:00Z,2025-03-15T10:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.4,ppm,2025-03-15T17:00:00Z,2025-03-15T11:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-15T18:00:00Z,2025-03-15T12:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
10748,Merced,co,0.5,ppm,2025-03-15T19:00:00Z,2025-03-15T13:00:00-06:00,America/Mexico_City,19.42472222,-99.11972222,,,,Unknown Governmental Organization,Sinaica Mexico
